Year,Month,Day,Wind_speed,Surf_Pressure,Precipitation,R_Humidity,T_Max,T_Min,Dew
2007,6,14,2.84,98.62,3.52,88,28.78,21.98,22.66
2007,6,15,3.42,98.62,0.6,86.31,29.52,21.72,22.58
2007,6,16,3.82,98.63,0.77,86.31,28.98,21.84,22.33
2007,6,17,4.02,98.62,0.87,85.69,28.97,21.92,22.23
2007,6,18,3.07,98.63,0.92,84.62,29.81,21.73,22.48
2007,6,19,2.8,98.65,1.39,83.62,30.12,21.92,22.48
2007,6,20,3.65,98.7,14.12,87.12,29.23,22.48,22.87
2007,6,21,2.52,98.72,12.33,87.12,28.21,21.86,22.24
2007,6,22,3.41,98.55,11.18,87.62,28.6,22.12,22.71
2007,6,23,3.67,98.52,9.78,89.56,27.65,22.04,22.63
2007,6,24,3.55,98.71,18.59,89.25,27.84,21.8,22.74
2007,6,25,3.45,98.84,2.61,88.69,28.4,22.12,22.68
2007,6,26,3.32,98.77,3.63,90.69,27.04,22.46,22.74
2007,6,27,3.59,98.65,4.85,87.31,29.68,21.88,22.8
2007,6,28,3.02,98.67,4.49,91.88,26.19,22.18,22.55
2007,6,29,3.46,98.73,3.31,89.19,28.51,22.48,22.83
2007,6,30,3.81,98.82,1.43,86.75,29.15,21.94,22.26
2007,7,1,3.77,98.89,0.04,86.62,26.55,20.92,21.1
2007,7,2,3.78,98.85,0.51,86.81,27.65,20.95,21.44
2007,7,3,3.62,98.9,1.94,87.94,27.15,21.21,21.41
2007,7,4,3.77,98.93,4.5,86.44,28.98,20.97,22.19
2007,7,5,3.05,98.94,7.56,89.44,26.68,21.89,21.82
2007,7,6,3.27,98.75,7.72,87,28.73,21.04,22.08
2007,7,7,4.3,98.69,8.99,87.31,29.04,21.6,21.96
2007,7,8,3.55,98.77,0.57,85.69,28.11,20.69,21.14
2007,7,9,2.95,98.76,0.54,85.44,28.47,19.99,21.23
2007,7,10,2.49,98.64,0.15,83.12,29.61,20.81,21.55
2007,7,11,2.63,98.66,0.51,83.44,30.14,20.33,21.74
2007,7,12,3.84,98.64,1.54,83.81,29.52,21.03,21.88
2007,7,13,4.38,98.62,1.61,85.81,28.93,21.81,22.24
2007,7,14,3.56,98.62,1.69,86.56,28.63,21.88,22.37
2007,7,15,3.43,98.67,14.95,88.19,28.32,21.86,22.58
2007,7,16,2.68,98.73,8.1,85.94,29.09,22.07,22.64
2007,7,17,1.99,98.68,10.41,86.5,28.34,22.45,22.34
2007,7,18,4,98.6,10.4,90.12,27.35,21.75,22.24
2007,7,19,3.38,98.59,9.75,88.56,28.28,21.73,22.38
2007,7,20,3.74,98.66,13.89,90.56,26.91,21.87,22.3
2007,7,21,3.8,98.62,16.97,92.5,25.62,21.85,22.16
2007,7,22,3.39,98.63,13.93,89.62,27.55,21.29,22.08
2007,7,23,3.53,98.65,7.98,88.81,27.63,21.53,22.2
2007,7,24,2.78,98.72,4.3,86.81,28.79,20.9,22.23
2007,7,25,3.34,98.65,6.87,88.94,28.2,21.98,22.63
2007,7,26,5.07,98.44,16.31,92.94,24.86,22.02,22.01
2007,7,27,4.84,98.59,11.64,88.88,27.57,21.65,21.79
2007,7,28,2.97,98.69,1.81,90.06,25.48,20.83,21.21
2007,7,29,3.34,98.64,1.01,85.94,28.3,20.66,21.37
2007,7,30,3.46,98.64,0.55,87.31,28.26,21.24,21.44
2007,7,31,2.96,98.7,0.19,87.38,26.61,20.58,21.02
2007,8,1,2.66,98.7,0.09,85.31,28.68,19.71,21.11
2007,8,2,3.16,98.69,1.02,87.19,27.9,21.03,21.58
2007,8,3,3.72,98.71,1.04,90.75,25.71,20.43,21.23
2007,8,4,4.39,98.68,2.99,87.31,28.51,20.77,21.61
2007,8,5,5.17,98.64,2.32,86.75,28.01,20.4,21.04
2007,8,6,3.98,98.71,0.61,85.69,28.35,19.59,20.91
2007,8,7,2.34,98.72,0.89,85.5,28.37,19.59,21.19
2007,8,8,2.9,98.64,9.35,86.12,29.53,20.98,22.22
2007,8,9,4.31,98.58,4.69,91.81,25.82,21.14,21.67
2007,8,10,3.89,98.53,10.37,88.69,28.44,21.28,22.21
2007,8,11,3.77,98.6,7.38,89.44,27.44,21.65,22.08
2007,8,12,3.59,98.62,6.78,88.38,28.9,21.36,22.31
2007,8,13,3.61,98.54,7.67,90,27.52,21.33,22.21
2007,8,14,4.39,98.56,3.3,89.69,27.5,21.68,22.1
2007,8,15,3.38,98.65,1.5,89.31,26.76,21.3,21.74
2007,8,16,3.06,98.57,1.5,86.94,28.4,20.79,21.94
2007,8,17,2.97,98.61,4.01,90.19,26.72,21.79,22.13
2007,8,18,3.38,98.6,1.19,86.5,28.71,21.02,21.88
2007,8,19,2.8,98.65,3.79,87.81,28.4,21.32,22.12
2007,8,20,3.16,98.67,4.69,88.69,27.93,21.55,22.24
2007,8,21,4.14,98.6,9.78,88.75,28.46,21.84,22.22
2007,8,22,3.16,98.63,4.79,86.62,29.22,20.8,22.15
2007,8,23,4.17,98.51,4.88,87.44,28.43,21.23,22.07
2007,8,24,4.92,98.42,1.95,87.62,28.55,21.46,21.76
2007,8,25,3.59,98.5,0.52,86.81,28.24,20.82,21.55
2007,8,26,3.29,98.58,1.51,85.62,28.77,21.12,21.76
2007,8,27,2.71,98.57,4.31,88.06,27.71,21.1,21.98
2007,8,28,2.43,98.62,2.74,88.38,27.33,21.15,21.67
2007,8,29,1.8,98.66,5.55,87.06,28.18,21.41,22.23
2007,8,30,2.42,98.68,5.39,88.5,27.59,21.73,22.32
2007,8,31,3.67,98.65,12.18,91.44,26.76,22.14,22.46
2007,9,1,3.2,98.74,13.83,91.88,25.94,21.76,22
2007,9,2,2.34,98.78,4.26,88.06,28.61,21.05,22.25
2007,9,3,2.02,98.72,3.15,87.94,28.23,22.21,22.64
2007,9,4,4.7,98.59,8.33,92.88,25.71,22.11,22.38
2007,9,5,4.43,98.65,10.31,91.12,26.83,21.46,22.04
2007,9,6,3.48,98.74,4.51,89.56,27.63,21.37,22.1
2007,9,7,2.21,98.72,4.27,86.69,28.08,21.28,22.12
2007,9,8,2.02,98.61,5.14,86.75,29.22,21.48,22.76
2007,9,9,2.39,98.57,9.85,88,28.51,22.12,22.6
2007,9,10,3.28,98.64,3.21,87.69,28.46,21.81,22.21
2007,9,11,1.56,98.68,1.93,84.12,28.97,20.85,21.85
2007,9,12,1.47,98.59,3.91,83.44,29.64,21.66,22.37
2007,9,13,1.74,98.56,5.68,90.19,27.12,22.41,22.79
2007,9,14,2.3,98.56,6.65,86.19,29.27,21.31,22.41
2007,9,15,2.27,98.52,16.65,87.38,29.14,21.48,22.8
2007,9,16,2.4,98.48,12.69,91.31,27.06,22.7,22.87
2007,9,17,1.64,98.51,22.02,86.44,28.9,22.03,22.77
2007,9,18,2.09,98.58,14.06,88.69,28.18,22.27,22.91
2007,9,19,2.55,98.62,16.26,91.5,26.58,22.17,22.58
2007,9,20,2.43,98.7,9.9,90.31,27.37,21.71,22.46
2007,9,21,2.05,98.61,2.38,87.06,29.38,21.25,22.77
2007,9,22,1.73,98.56,3,85,29.41,22.05,22.58
2007,9,23,2.84,98.54,5,89.81,28.14,22.55,22.96
2007,9,24,1.9,98.6,8.63,88.19,28.62,22.08,22.92
2007,9,25,2.49,98.67,3.34,90.81,27.34,22.79,22.94
2007,9,26,1.75,98.71,4.46,87.62,28.68,21.51,22.73
2007,9,27,2.43,98.68,3.8,87.88,28.55,22.54,22.9
2007,9,28,2.35,98.68,1.47,90.06,27.68,21.93,22.81
2007,9,29,1.58,98.81,1.37,85.62,28.15,21.77,22.05
2007,9,30,1.89,98.77,1.26,85.94,28.74,21.46,22.19
2007,10,1,2.31,98.72,1.22,87.62,29.38,22.08,22.84
2007,10,2,2.5,98.65,1.28,86.5,29.29,21.94,22.51
2007,10,3,1.97,98.62,3.62,86,28.73,21.65,22.33
2007,10,4,2.12,98.64,5.38,87.38,28.63,21.79,22.51
2007,10,5,2.18,98.64,4.85,88.19,28.97,22.12,22.82
2007,10,6,2.42,98.58,6.34,91.75,26.63,22.35,22.71
2007,10,7,2.15,98.53,12.99,93.56,25.85,22.39,22.74
2007,10,8,2.79,98.6,7.36,92.38,26.27,22.07,22.37
2007,10,9,2.03,98.56,7.7,88.94,27.69,21.35,22.22
2007,10,10,2.31,98.44,3.71,86.75,29.74,21.79,22.69
2007,10,11,2.2,98.34,3.21,87.19,29.33,22.12,22.9
2007,10,12,2.37,98.38,2.37,89.62,28.26,22.03,22.97
2007,10,13,2.86,98.49,8.93,93.5,26.51,22.83,23.23
2007,10,14,2.59,98.54,5.14,91.06,27.39,22.26,22.63
2007,10,15,1.83,98.48,2.43,87.19,29.1,21.29,22.52
2007,10,16,2.16,98.56,1.74,89.44,28,21.98,22.77
2007,10,17,2.34,98.56,2.32,87.12,29.75,21.76,22.94
2007,10,18,2.88,98.62,3.42,92.31,26.24,22.12,22.5
2007,10,19,2.04,98.63,1.27,90.38,26.26,21.1,21.9
2007,10,20,1.76,98.59,3.96,87.31,28.11,21.23,22.08
2007,10,21,1.79,98.6,2.44,86.69,28.99,21.51,22.42
2007,10,22,1.89,98.57,2.4,87.25,27.95,21.83,22.2
2007,10,23,1.86,98.54,4.38,88.69,28.57,21.54,22.5
2007,10,24,1.99,98.54,3.72,90.5,26.67,21.79,22.21
2007,10,25,2.27,98.53,4.76,91.56,26.95,21.25,22.22
2007,10,26,2.38,98.56,3.25,88.88,27.79,21.32,22.06
2007,10,27,1.41,98.62,3.32,89.19,26.27,21.7,21.98
2007,10,28,1.62,98.58,1.09,86.88,27.94,21.74,22.01
2007,10,29,1.4,98.51,2.41,87.62,27.4,21.9,22.31
2007,10,30,2.09,98.35,1.48,88.12,28.21,22.1,22.41
2007,10,31,2.03,98.28,0.8,86,29.53,21.15,22.5
2007,11,1,1.76,98.41,0.78,89.25,28.17,22.1,22.76
2007,11,2,1.97,98.4,1.59,89.12,28.8,21.68,22.98
2007,11,3,3.21,98.4,1.98,92.06,26.65,22.41,22.7
2007,11,4,2.82,98.38,0.79,86.88,29,21.24,22.12
2007,11,5,2.05,98.44,1.98,86.44,28.66,21.55,22.25
2007,11,6,1.84,98.48,1.15,87.25,28.84,21.81,22.41
2007,11,7,2.08,98.44,1.63,85.19,29.67,21.82,22.49
2007,11,8,2.09,98.37,3.19,84.62,29.86,21.57,22.48
2007,11,9,2.38,98.35,3.15,86.06,30.03,21.37,22.55
2007,11,10,2.78,98.41,7.49,88.44,28.18,21.58,22.3
2007,11,11,1.64,98.34,7.06,86.19,28.77,21.77,22.36
2007,11,12,2.17,98.41,0.82,91,27.44,21.96,22.62
2007,11,13,1.86,98.43,0.77,84.88,29.78,21.05,21.95
2007,11,14,2.62,98.4,0.39,87.62,28.98,22.33,22.95
2007,11,15,2.84,98.46,0.71,90.75,27.76,22.15,22.96
2007,11,16,2.26,98.57,0.52,88.56,27.95,22.44,22.53
2007,11,17,1.79,98.53,1.53,88.5,27.79,21.8,22.33
2007,11,18,1.97,98.4,4.22,88,29.54,21.57,22.98
2007,11,19,1.92,98.4,3.38,89.56,28.12,21.83,23.03
2007,11,20,1.84,98.47,4.16,85.56,29.92,22.16,22.88
2007,11,21,2.13,98.53,4.97,85.31,30.01,22.8,22.97
2007,11,22,2.18,98.53,0.22,84.56,30.12,21.7,22.35
2007,11,23,2.05,98.51,0.49,87,29.63,21.4,22.64
2007,11,24,2.17,98.48,0.42,87.31,29.3,21.82,22.71
2007,11,25,1.97,98.45,0.45,84.06,30.29,22.04,22.67
2007,11,26,1.88,98.52,0.6,84.94,29.77,22.33,22.78
2007,11,27,2.44,98.45,0,85.06,30.43,22.08,22.76
2007,11,28,2.02,98.32,0,82.5,30.85,21.31,22.38
2007,11,29,2.3,98.26,0,83.12,31.18,21.69,22.66
2007,11,30,2.16,98.28,0,84.31,31.03,21.98,22.99
2007,12,1,1.86,98.39,0,82.62,31,22.09,23.03
2007,12,2,2.16,98.42,1.34,87.62,28.83,22.76,23.23
2007,12,3,2.05,98.37,1.75,90.69,27.58,22.29,23.08
2007,12,4,1.58,98.4,3.34,86,27.56,21.6,21.73
2007,12,5,1.55,98.49,0.88,76.69,29.76,21.49,20.98
2007,12,6,1.24,98.54,1.45,75.44,29.84,22.14,20.58
2007,12,7,1.34,98.57,0.43,72.19,29.45,21.31,19.37
2007,12,8,2.07,98.58,0.51,78.44,29.3,21.1,20.73
2007,12,9,2.05,98.51,0.37,83,29,20.72,21.05
2007,12,10,1.86,98.53,0.1,81.06,30.42,21,21.4
2007,12,11,2.32,98.49,0.42,81.25,30.3,21.86,21.49
2007,12,12,2.02,98.57,1.11,72.81,30.69,21.01,19.3
2007,12,13,1.77,98.48,0.29,78.25,31.34,20.51,21.05
2007,12,14,1.64,98.27,1.71,75.62,31.48,21.09,21.19
2007,12,15,1.58,98.15,2.88,74.62,32.06,21.33,20.78
2007,12,16,1.61,98.26,2.94,78.5,30.73,22.09,21.57
2007,12,17,2.38,98.46,1.9,82.69,30.43,21.44,21.99
2007,12,18,3.04,98.52,1.72,85.62,29.46,22.44,22.55
2007,12,19,2.14,98.52,0.57,82.19,30.81,22.11,22.12
2007,12,20,2.24,98.52,0.39,81.75,29.54,21.69,21.38
2007,12,21,2.27,98.5,0.21,68.25,31.37,19.23,17.6
2007,12,22,2.02,98.55,0,70.94,31.17,19.76,18.07
2007,12,23,1.77,98.56,0,63.19,30.9,18.84,16.47
2007,12,24,1.83,98.53,0,64.88,30.55,21.32,16.84
2007,12,25,1.51,98.46,0,66.88,30.98,19.97,17.72
2007,12,26,2.02,98.43,0,74.88,31.36,20.51,19.73
2007,12,27,1.77,98.43,0.04,68.06,31.8,19.87,18.28
2007,12,28,1.73,98.39,0.06,64.19,31.33,21.15,17.55
2007,12,29,1.55,98.36,0.04,60.75,32.78,20.18,17.02
2007,12,30,1.41,98.29,0.1,69.62,33.15,20.55,19.61
2007,12,31,1.96,98.34,0.13,66.31,32.77,21.07,18.45
2008,1,1,2.02,98.4,0.28,60,31.58,20,15.78
2008,1,2,2.96,98.49,0,55.88,31.77,20.46,14.33
2008,1,3,2.38,98.53,0,51.19,32.01,18.55,12.73
2008,1,4,1.41,98.53,0,59.56,33.49,19.67,16.53
2008,1,5,2.58,98.51,0.01,68.94,33.68,20.52,19.61
2008,1,6,3.01,98.5,0,68.88,33.03,21.92,19.54
2008,1,7,4.19,98.53,0,55.81,30.89,18.7,13.6
2008,1,8,4.16,98.5,0,49.75,30.61,17.58,10.71
2008,1,9,3.41,98.39,0,50.69,31.69,18.01,12.01
2008,1,10,3.05,98.28,0,52.25,33.2,18.68,13.83
2008,1,11,2.37,98.31,0,54.69,33.48,19.97,14.78
2008,1,12,2.12,98.35,0,62.5,33.84,19.48,16.9
2008,1,13,2.34,98.39,0.03,67.19,33.99,20.45,18.44
2008,1,14,2.38,98.45,0.03,73.69,32.71,21.47,20.18
2008,1,15,2.06,98.4,0.04,75.38,31.96,22.24,21.08
2008,1,16,1.83,98.38,52.47,81.06,30.19,22.65,22.06
2008,1,17,2.7,98.38,7.14,68.88,30.3,19.95,17.32
2008,1,18,2.99,98.38,0,60.88,30.63,16.87,14.03
2008,1,19,1.89,98.35,0,55.5,31.64,18.38,14.55
2008,1,20,2.55,98.41,0.88,59,31.37,20.22,15.26
2008,1,21,3.21,98.5,0,56.88,30.72,17.23,12.88
2008,1,22,3.14,98.53,0,57.25,30.54,16.23,12.45
2008,1,23,3.26,98.49,0,52.75,31.11,14.97,10.94
2008,1,24,2.55,98.49,0,50.31,31.6,14.62,10.78
2008,1,25,2.66,98.5,0,53.25,31.62,16.96,12.26
2008,1,26,3.28,98.51,0,51.5,31.36,16.07,11.01
2008,1,27,3.38,98.58,0,52.69,30.65,15.64,11.02
2008,1,28,3.84,98.53,0,54.38,30.62,14.56,10.46
2008,1,29,3.76,98.46,0,54.19,30.5,14.28,10.84
2008,1,30,3.66,98.47,0,54.06,31.58,15.36,11.32
2008,1,31,3.34,98.34,0,54.88,32.46,17.24,12.73
2008,2,1,1.88,98.35,0,46.88,34.26,20.73,12.32
2008,2,2,1.8,98.28,0,50.31,34.44,19.98,13.77
2008,2,3,2.09,98.38,0,67.56,34.58,19.93,18.65
2008,2,4,2.2,98.5,0,71.75,34.5,21.41,20.23
2008,2,5,2.55,98.54,1.17,73.06,34.64,22.01,21.07
2008,2,6,2.82,98.52,0.64,73.5,34.8,22.37,21.69
2008,2,7,2.96,98.5,1.16,74.25,34.14,23.2,21.89
2008,2,8,2.05,98.4,1.29,72.12,34.39,22.91,21.43
2008,2,9,2.12,98.42,1.22,74.5,32.72,23.01,21.52
2008,2,10,1.9,98.5,0,74.69,32.05,22.37,21.31
2008,2,11,1.95,98.51,0,75.69,31.87,22.55,21.44
2008,2,12,1.87,98.4,0,67.5,35.12,22.3,20.12
2008,2,13,2.09,98.4,0,68.56,34.69,21.98,20.26
2008,2,14,2.75,98.35,0,67.38,35.83,21.97,20.2
2008,2,15,2.79,98.35,0,64.81,35.52,22.89,19.51
2008,2,16,2.25,98.32,0,64.5,34.86,21.36,18.59
2008,2,17,2.45,98.38,0,59.06,34.55,22.14,16.73
2008,2,18,2.23,98.42,0,54.06,34.69,20.57,14.29
2008,2,19,2.42,98.42,0,66.12,34.96,20.8,18.98
2008,2,20,2.45,98.45,0.02,60.75,35.62,22.21,17.93
2008,2,21,2.21,98.43,0,60.94,32.62,22.5,17.06
2008,2,22,1.84,98.49,0,55.12,31.49,21.98,15.4
2008,2,23,1.65,98.49,0.01,55.62,33.49,20.98,15.58
2008,2,24,2.24,98.42,0.02,65,35.33,21.57,18.97
2008,2,25,3.47,98.45,0.73,76.44,31.79,24,22.23
2008,2,26,2.46,98.46,0.7,75,31.38,23.23,21.4
2008,2,27,2.96,98.48,0.47,77.12,29.98,23.41,21.44
2008,2,28,2.48,98.49,0.46,74,32.18,22.33,20.87
2008,2,29,1.85,98.44,0.34,75.94,31.19,23.46,21.78
2008,3,1,2.62,98.28,0.55,72.44,34.14,22.9,21.62
2008,3,2,2.68,98.24,10.19,75.94,33.56,23.44,22.23
2008,3,3,3.36,98.34,10.58,81.62,30.73,23.48,22.51
2008,3,4,2.73,98.28,11.77,77.19,33.21,21.6,21.8
2008,3,5,3.52,98.19,5.54,83.69,29.55,23.59,22.82
2008,3,6,3.06,98.22,11.07,80,30.88,22.64,22.03
2008,3,7,2.85,98.24,0.66,76.38,31.98,22.99,22.03
2008,3,8,2.59,98.27,0.51,73.94,33.24,22.47,21.64
2008,3,9,3.25,98.27,0.98,76.62,31.96,23.31,22.07
2008,3,10,3.91,98.34,1.19,79.12,30.94,23.78,22.34
2008,3,11,2.5,98.42,0.67,77.31,31.16,22.74,21.85
2008,3,12,3.12,98.52,4.27,80.06,29.84,23.21,21.83
2008,3,13,1.83,98.41,0.56,74.06,31.29,21.7,20.78
2008,3,14,2.6,98.25,0.36,61.19,36.15,21.15,17.89
2008,3,15,3.6,98.35,1.46,73.69,33.8,23.58,21.8
2008,3,16,2.52,98.39,1.21,73.94,33.32,23.31,21.76
2008,3,17,3.09,98.33,0.62,75.5,31.94,23.58,22.01
2008,3,18,3.07,98.41,0.31,78.88,30.34,23.82,22.1
2008,3,19,3.83,98.43,0.26,72.06,33.25,22.43,20.9
2008,3,20,3.41,98.45,0.36,74.31,32.72,22.84,21.27
2008,3,21,2.73,98.27,0.23,68.88,35.64,22.58,20.96
2008,3,22,3.29,98.21,1.14,72.5,33.94,23.35,21.94
2008,3,23,2.57,98.3,1.13,75.56,31.81,23.66,22.19
2008,3,24,2.64,98.37,1.01,73.56,33.12,23.36,21.73
2008,3,25,3.09,98.33,1.98,72.62,34.94,23.33,21.98
2008,3,26,2.7,98.17,1.02,73.25,33.72,23.78,22.26
2008,3,27,3.01,98.13,1.73,73,34.97,23.12,22.14
2008,3,28,3.54,98.18,2.32,79.62,31.4,24.28,22.98
2008,3,29,3.07,98.2,1.94,72.94,34.67,23.54,21.94
2008,3,30,2.92,98.12,2.59,73.75,34.08,24.04,22.54
2008,3,31,2.94,98.09,2.54,81.31,30.35,24.61,23.22
2008,4,1,3.05,98.06,1.68,75.75,32.87,23.33,22.07
2008,4,2,3.55,98.12,1.63,73.31,33.44,22.51,21.44
2008,4,3,3.7,98.21,3.48,76.06,33.47,23.11,21.98
2008,4,4,2.58,98.25,1.75,75.5,32.23,22.83,21.77
2008,4,5,2.74,98.25,2.42,78,30.8,23.42,22.11
2008,4,6,2.38,98.33,0.88,73.56,33.08,22.98,21.56
2008,4,7,3.41,98.42,1.46,75.44,33.61,23.47,22.01
2008,4,8,2.57,98.37,0.53,70.69,34.62,23.3,21.53
2008,4,9,2.87,98.27,1.01,70.06,35,23.49,21.6
2008,4,10,2.91,98.17,0.71,71.75,33.52,23.58,21.69
2008,4,11,3.37,98.19,0.55,75.25,31.89,24.01,22.04
2008,4,12,2.52,98.19,0.29,76.12,31.42,23.65,21.98
2008,4,13,2.34,98.16,0.23,75.38,32.23,23.45,21.92
2008,4,14,2.93,98.14,0.24,73.81,32.98,23.52,21.94
2008,4,15,2.77,98.22,0.42,71.75,33.33,23.12,21.43
2008,4,16,3.11,98.33,0.94,71,33.9,23.07,21.45
2008,4,17,3.14,98.36,0.71,69.5,34.51,23.91,21.17
2008,4,18,3.03,98.33,1.85,70.5,34.89,23.36,21.3
2008,4,19,3.16,98.37,0.53,69.19,35.23,22.98,21.05
2008,4,20,3.05,98.35,0.33,67.94,35.89,23.11,21.35
2008,4,21,2.88,98.23,3.1,72.5,34.96,23.68,22.37
2008,4,22,3.14,98.13,4.53,71.56,36.01,23.62,22.34
2008,4,23,4.11,98.3,6.98,77.19,32.76,23.97,22.49
2008,4,24,3.38,98.33,4.73,76.56,32.3,23.36,22.01
2008,4,25,1.88,98.3,5.78,79.12,30.82,23.55,22.2
2008,4,26,2.9,98.27,7.84,76.44,33.6,22.3,22.01
2008,4,27,2.97,98.36,4.93,78.88,30.66,23.16,21.68
2008,4,28,2.4,98.34,3.54,82.62,29.05,22.36,22.05
2008,4,29,2.34,98.28,4.46,79.94,31.13,22.89,22.16
2008,4,30,1.54,98.22,1.46,73.81,32.88,22.78,21.61
2008,5,1,2.46,98.25,4.63,72.56,33.88,23.41,21.9
2008,5,2,2.28,98.32,6.35,77.88,32.3,23.46,22.58
2008,5,3,2.47,98.29,2.37,78.38,32.43,24.08,22.8
2008,5,4,3.04,98.34,2.19,75.81,33.28,23.03,22.19
2008,5,5,3.28,98.52,4.23,82.31,29.91,23.37,22.69
2008,5,6,3.3,98.56,2.33,81.5,30.49,22.9,22.17
2008,5,7,2.59,98.5,1.11,71.12,33.51,22.89,20.86
2008,5,8,2.52,98.39,1.98,78.06,31.63,23.08,22.37
2008,5,9,2.25,98.36,5.32,79.19,31.94,23.06,22.58
2008,5,10,2.2,98.46,2.38,78.81,31.2,23.02,22.22
2008,5,11,2.11,98.41,4.86,76,33.52,22.62,22.38
2008,5,12,2.12,98.41,7.91,81.75,31.51,23.62,23.15
2008,5,13,2.73,98.53,4.16,85.75,29.04,23.83,23.26
2008,5,14,2.74,98.6,5.16,79.69,30.78,22.7,21.93
2008,5,15,2.2,98.48,7.59,76.81,33.57,22.65,22.55
2008,5,16,2.45,98.57,3.83,84.44,29.11,23.36,23.05
2008,5,17,2.93,98.52,2.19,78.38,32.77,22.24,22.19
2008,5,18,2.56,98.53,3.14,83.81,29.88,23.44,22.98
2008,5,19,3.15,98.46,2.22,82.31,29.87,23.4,22.46
2008,5,20,2.95,98.45,3.93,77.44,32.44,22.3,21.9
2008,5,21,2.45,98.37,13.81,79.94,32.07,22.62,22.63
2008,5,22,3.03,98.39,2.15,84.19,29.34,23.34,22.8
2008,5,23,3.27,98.34,5.5,81.06,31.68,22.4,22.49
2008,5,24,3.77,98.38,4.84,86.06,29,23.25,22.87
2008,5,25,2.74,98.44,3.56,86.19,28.65,22.66,22.44
2008,5,26,2.38,98.46,0.02,81.31,29.69,22.06,21.87
2008,5,27,2.19,98.41,0.05,81.56,29.68,22.04,22.14
2008,5,28,3.08,98.38,0.16,83.19,30.18,23.08,22.7
2008,5,29,4.43,98.51,0.15,80.12,28.94,22.37,21.34
2008,5,30,2.96,98.58,0.1,76.44,31.32,21.05,20.8
2008,5,31,1.43,98.54,3.9,74.19,32.57,22.72,21.44
2008,6,1,2.32,98.48,3.17,77.12,32.55,22.78,22.1
2008,6,2,2.8,98.47,5.73,82.88,30.47,22.88,22.68
2008,6,3,2.7,98.63,16.75,90,27.9,22.92,23.12
2008,6,4,2.44,98.66,4.5,83.94,29.43,21.81,22.01
2008,6,5,1.57,98.63,4.72,83.25,29.8,22.17,22.41
2008,6,6,3,98.59,7.31,88.06,29.15,22.54,22.96
2008,6,7,3.55,98.62,9.01,87.5,28.23,22.42,22.28
2008,6,8,2.75,98.65,3.88,85.94,28.9,21.67,21.99
2008,6,9,2.45,98.57,5.57,85.25,29.47,22.4,22.57
2008,6,10,3.05,98.59,8.42,86.25,29.6,22.52,22.8
2008,6,11,2.66,98.59,4.49,84.5,30.2,22.22,22.78
2008,6,12,2.88,98.5,7.93,83.81,30.35,22.58,22.95
2008,6,13,2.39,98.54,10.83,85.88,28.26,22.82,22.52
2008,6,14,2.45,98.63,8.21,89.31,27.27,22.11,22.26
2008,6,15,2.75,98.57,12.15,85.38,30.01,21.38,22.46
2008,6,16,4.57,98.56,9.93,88.81,28.44,22.78,22.98
2008,6,17,3.49,98.6,19.94,89.06,28.15,22.34,22.62
2008,6,18,3.13,98.64,7.95,88.81,27.79,21.73,22.28
2008,6,19,3,98.71,1.07,86,27.94,21.43,21.51
2008,6,20,2.8,98.54,0.23,84.12,29.94,20.73,21.89
2008,6,21,3.69,98.45,2.02,84.94,29.9,20.83,22.26
2008,6,22,3.06,98.54,2.25,84.69,29.71,22.12,22.61
2008,6,23,3.25,98.56,4.8,86.12,29.41,22.44,22.73
2008,6,24,3.79,98.54,5.78,88.88,28.48,22.55,22.69
2008,6,25,2.84,98.64,7.15,90.81,26.9,21.83,22.43
2008,6,26,2.15,98.73,4.52,86,28.61,22.07,22.48
2008,6,27,1.63,98.75,7.15,86.81,28.76,22.14,22.69
2008,6,28,1.77,98.68,8.41,92.38,26.8,22.55,23.12
2008,6,29,3.17,98.68,9.12,89.19,28.3,22.76,22.99
2008,6,30,3.12,98.79,3.24,90.19,26.82,21.9,22.23
2008,7,1,1.67,98.75,3,85,28.76,21.67,22.15
2008,7,2,1.88,98.74,2.73,88.25,27.52,21.66,22.23
2008,7,3,3.16,98.71,1.11,88.81,27.19,21.93,22
2008,7,4,2.8,98.73,2.45,86.69,28.65,21.09,22.01
2008,7,5,3.36,98.74,2.81,87.25,28.46,21.3,21.99
2008,7,6,3.06,98.72,1.93,85.12,28.61,20.78,21.64
2008,7,7,4.45,98.66,2.17,87.69,27.15,21.36,21.44
2008,7,8,3.45,98.73,1.82,83.94,28.65,20.89,21.23
2008,7,9,3.23,98.8,2.31,83.69,29.48,20.01,20.98
2008,7,10,2.68,98.88,1.44,84.44,28.87,20.52,21.36
2008,7,11,2.2,98.77,2.35,82.75,30.37,21.2,21.84
2008,7,12,3.04,98.57,3.62,84.94,29.61,21.71,22.22
2008,7,13,3.02,98.47,2.38,85.62,29.42,22.23,22.15
2008,7,14,2.9,98.55,2.86,85.75,29.23,21.6,22.16
2008,7,15,3.66,98.64,7.17,85.94,28.74,22.01,22.1
2008,7,16,3.52,98.7,4.41,88,26.84,21.34,21.44
2008,7,17,2.61,98.74,3.14,83.12,29.27,20.34,21.19
2008,7,18,2.67,98.77,9.06,88.38,27.21,21.06,21.65
2008,7,19,3.02,98.68,6.65,89.94,26.87,21.51,22.02
2008,7,20,3.99,98.69,2.86,87.75,28.44,22.01,22.01
